source_row,composition,reference_id,reference_text,composition_match_ambiguous_within_reference,TC,H,dS,dS_ref,RC,dX,VEC,sigma,dHmix,dSmix,nunfilled_mean,mag_moment_mean,avg_d_valence_electrons,bandgap_mean,melting_point_mean,electronegativity_range
82,CoCu0.95FeMn1.05Ni,[15],"A. Perrin, M. Sorescu, M.T. Burton, D.E. Laughlin, M. McHenry, The Role of Compositional Tuning of the Distributed Exchange on Magnetocaloric Properties of High-Entropy Alloys, JOM 69 (2017) 2125–2129. https://doi.org/10.1007/s11837-017-2523-3.",False,297.0,1.5,0.1,0.3001314442239099,13.5,0.1345656165787991,9.029,3.160106011806786,1.85256376,13.3794276540517,3.04,0.8509708653448276,7.15,0.0,1638.3663,0.3599999999999999
83,CoCu0.925FeMn1.075Ni,[15],"A. Perrin, M. Sorescu, M.T. Burton, D.E. Laughlin, M. McHenry, The Role of Compositional Tuning of the Distributed Exchange on Magnetocaloric Properties of High-Entropy Alloys, JOM 69 (2017) 2125–2129. https://doi.org/10.1007/s11837-017-2523-3.",False,279.0,1.5,0.084,0.2521104131480843,12.2,0.1356725984677819,9.008,3.18711129653619,1.7052056,13.37984513428206,3.06,0.8509724159482759,7.125,0.0,1639.17245,0.3599999999999999
84,CoCu0.9FeMn1.1Ni,[15],"A. Perrin, M. Sorescu, M.T. Burton, D.E. Laughlin, M. McHenry, The Role of Compositional Tuning of the Distributed Exchange on Magnetocaloric Properties of High-Entropy Alloys, JOM 69 (2017) 2125–2129. https://doi.org/10.1007/s11837-017-2523-3.",False,264.0,1.5,0.081,0.243106469821367,9.6,0.1367729710140128,8.9876,3.213864742133598,1.55658504,13.37863008637263,3.08,0.8509739665517242,7.1,0.0,1639.9786,0.3599999999999999
85,CoCuFe0.975Mn1.025Ni,[15],"A. Perrin, M. Sorescu, M.T. Burton, D.E. Laughlin, M. McHenry, The Role of Compositional Tuning of the Distributed Exchange on Magnetocaloric Properties of High-Entropy Alloys, JOM 69 (2017) 2125–2129. https://doi.org/10.1007/s11837-017-2523-3.",False,299.0,1.5,0.105,0.3151380164351053,14.0,0.1335043848806655,9.0651,3.126313469066754,2.06758364,13.3708132532567,3.005,0.8404160007413795,7.195,0.0,1635.294,0.3599999999999999
86,CoCuFe0.95Mn1.05Ni,[15],"A. Perrin, M. Sorescu, M.T. Burton, D.E. Laughlin, M. McHenry, The Role of Compositional Tuning of the Distributed Exchange on Magnetocaloric Properties of High-Entropy Alloys, JOM 69 (2017) 2125–2129. https://doi.org/10.1007/s11837-017-2523-3.",False,292.0,1.5,0.071,0.213093325398976,10.0,0.134747850313094,9.0596,3.14753556178589,1.99199144,13.36793961159452,3.01,0.8298642373448275,7.190000000000001,0.0,1633.834,0.3599999999999999
87,"(Fe,Mn,Ni) 66.7 (Ge 0.5 Si 0.5 ) 33.3",[16],"J.Y. Law, Á. Díaz-García, L.M. Moreno-Ramírez, V. Franco, Increased magnetocaloric response of FeMnNiGeSi high-entropy alloys, Acta Mater. 212 (2021). https://doi.org/10.1016/j.actamat.2021.116931.",False,138.0,2.5,7.3,13.744186296497316,0.0,0.1582829281797869,6.889500000000001,4.942517779660092,-31.78845,13.3017442275998,4.0,0.0,5.0,0.5780000000000001,1449.2,0.1099999999999999
88,"Fe,Mn,Ni) 66.7 (Ge 0.465 Si 0.535 ) 33.3",[16],"J.Y. Law, Á. Díaz-García, L.M. Moreno-Ramírez, V. Franco, Increased magnetocaloric response of FeMnNiGeSi high-entropy alloys, Acta Mater. 212 (2021). https://doi.org/10.1016/j.actamat.2021.116931.",False,178.0,2.5,7.47,14.064256388333554,0.0,0.1572454679283316,6.8899,5.017280865911683,-32.30279298,13.29562217569016,4.0,0.0,4.65,0.59165,1465.846,0.1099999999999999
89,"(Fe,Mn,Ni) 66.7 (Ge 0.45 Si 0.55 ) 33.3",[16],"J.Y. Law, Á. Díaz-García, L.M. Moreno-Ramírez, V. Franco, Increased magnetocaloric response of FeMnNiGeSi high-entropy alloys, Acta Mater. 212 (2021). https://doi.org/10.1016/j.actamat.2021.116931.",False,200.0,2.5,13.0,24.475948199241795,0.0,0.1567922838790225,6.8899,5.048771003847606,-32.51466298,13.2885406119359,4.0,0.0,4.5,0.5975,1472.98,0.1099999999999999
90,Fe30Co30Ni30Cr10,[17],"C.L. Lin, J.L. Lee, S.M. Kuo, M.Y. Li, L. Gan, H. Murakami, S. Mitani, S. Gorsse, A.C. Yeh, Investigation on the thermal expansion behavior of FeCoNi and Fe30Co30Ni30Cr10-xMnx high entropy alloys, Mater. Chem. Phys. 271 (2021). https://doi.org/10.1016/j.matchemphys.2021.124907.",False,651.0,0.3,2.4,31.302548304718048,0.0,0.0712460525222274,8.7,0.3190386801263031,-2.52,10.9238730689811,3.344651,1.272457685422,6.765266,0.0,1814.802876,0.25
91,Fe30Co30Ni30Mn10,[17],"C.L. Lin, J.L. Lee, S.M. Kuo, M.Y. Li, L. Gan, H. Murakami, S. Mitani, S. Gorsse, A.C. Yeh, Investigation on the thermal expansion behavior of FeCoNi and Fe30Co30Ni30Cr10-xMnx high entropy alloys, Mater. Chem. Phys. 271 (2021). https://doi.org/10.1016/j.matchemphys.2021.124907.",False,736.0,0.3,1.86,24.25947493615649,0.0,0.1019264440662971,8.799999999999999,2.502345243896372,-2.64,10.9238730689811,3.224281775718225,1.280024092276718,6.775718224281776,0.0,1743.468967531033,0.3599999999999999
92,Fe30Co30Ni30Cr5Mn5,[17],"C.L. Lin, J.L. Lee, S.M. Kuo, M.Y. Li, L. Gan, H. Murakami, S. Mitani, S. Gorsse, A.C. Yeh, Investigation on the thermal expansion behavior of FeCoNi and Fe30Co30Ni30Cr10-xMnx high entropy alloys, Mater. Chem. Phys. 271 (2021). https://doi.org/10.1016/j.matchemphys.2021.124907.",False,651.0,0.3,2.24,29.215711751070184,0.0,0.088106469682992,8.75,1.835629013881137,-2.56,11.50019029225766,3.284644999999999,1.276229491597259,6.770476,0.0,1779.241321,0.3599999999999999
93,CoFeNiCr1.0Cu0.0,[18],"J. Harris, Z. Leong, P. Gong, J. Cornide, C. Pughe, T. Hansen, A. Quintana-Nedelcos, R. Rowan-Robinson, U. Dahlborg, M. Calvo-Dahlborg, R. Goodall, M. Rainforth, N. Morley, Investigation into the magnetic properties of CoFeNiCr yCu xalloys, J. Phys. D Appl. Phys. 54 (2021). https://doi.org/10.1088/1361-6463/ac1139.",True,113.0,2.0,0.34,0.7847651319961371,51.0,0.0946339533994009,8.3208,0.3025107344440896,-3.64845056,11.51595984585561,3.75,1.063632175,6.5,0.0,1871.75,0.25
94,CoFeNiCr1.0Cu0.5,[18],"J. Harris, Z. Leong, P. Gong, J. Cornide, C. Pughe, T. Hansen, A. Quintana-Nedelcos, R. Rowan-Robinson, U. Dahlborg, M. Calvo-Dahlborg, R. Goodall, M. Rainforth, N. Morley, Investigation into the magnetic properties of CoFeNiCr yCu xalloys, J. Phys. D Appl. Phys. 54 (2021). https://doi.org/10.1088/1361-6463/ac1139.",False,120.0,2.0,0.36,0.8309277868194391,62.0,0.0919949889885313,8.6518,0.8689946326050682,0.91929284,13.20201534743588,3.444444444444444,0.9454508222222224,6.888888888888888,0.0,1814.641111111111,0.25
95,CoFeNiCr1.0Cu1.0,[18],"J. Harris, Z. Leong, P. Gong, J. Cornide, C. Pughe, T. Hansen, A. Quintana-Nedelcos, R. Rowan-Robinson, U. Dahlborg, M. Calvo-Dahlborg, R. Goodall, M. Rainforth, N. Morley, Investigation into the magnetic properties of CoFeNiCr yCu xalloys, J. Phys. D Appl. Phys. 54 (2021). https://doi.org/10.1088/1361-6463/ac1139.",False,110.0,2.0,0.34,0.7847651319961371,54.0,0.0892164782481352,8.91,1.065758031375137,3.678300440000001,13.36352082642594,3.200000000000001,0.8509057400000002,7.200000000000001,0.0,1768.954,0.25
96,CoFeNiCr0.8Cu1.0,[18],"J. Harris, Z. Leong, P. Gong, J. Cornide, C. Pughe, T. Hansen, A. Quintana-Nedelcos, R. Rowan-Robinson, U. Dahlborg, M. Calvo-Dahlborg, R. Goodall, M. Rainforth, N. Morley, Investigation into the magnetic properties of CoFeNiCr yCu xalloys, J. Phys. D Appl. Phys. 54 (2021). https://doi.org/10.1088/1361-6463/ac1139.",False,223.0,2.0,0.4,0.9232530964660436,223.0,0.0835767773427523,9.0186,1.082866141675301,3.92539364,13.30231470977151,3.083335083335084,0.886359614016714,7.291665291665291,0.0,1751.82734023734,0.25
97,Mn1.75Fe0.25CoNiGe1.6Si0.4,[19],"Y. Guo, T. Zhang, Z. Zhang, B. Chen, W. Guo, S. Pan, Y. Gong, Y. Bai, Y. Gong, J. Liu, X. Miao, F. Xu, Large reversible magnetocaloric effect in high-entropy MnFeCoNiGeSi system with low-hysteresis magnetostructural transformation, APL Mater. 10 (2022). https://doi.org/10.1063/5.0108367.",False,295.0,5.0,22.83,22.83,0.0,0.1827711602002426,6.7882,4.053096017323374,-28.05587372,12.8918289676076,3.791666416667167,0.4453462461215974,6.874998250003499,0.1536667446665106,1536.673501452997,0.4599999999999997
98,AlCrFeCoNiCu,[20],"S. Vorobiov, O. Pylypenko, Y. Bereznyak, I. Pazukha, E. Čižmár, M. Orendáč, V. Komanicky, Magnetic properties, magnetoresistive, and magnetocaloric effects of AlCrFeCoNiCu thin-film high-entropy alloys prepared by the co-evaporation technique, Appl. Phys. A Mater. Sci. Process. 127 (2021). https://doi.org/10.1007/s00339-020-04145-6.",False,295.0,5.0,0.38,0.38,0.0,0.1097708901704959,8.4051,4.518716977138765,-4.98852372,14.21469090546638,3.5,0.7090881166666667,6.0,0.0,1629.706666666667,0.2999999999999998
100,V0.85FeCoNiCu1.15,[21],"B.G.F. Eggert, E.K. Delczeg-Czirjak, B.C. Hauback, C. Frommen, Magnetic transitions in V-Fe-Co-Ni-Cu-based high entropy alloys, Materials Today Physics 35 (2023). https://doi.org/10.1016/j.mtphys.2023.101116.",False,297.0,1.0,0.17,0.7387642584349462,0.0,0.0938926332360532,8.916400000000001,2.023773902893635,0.1721465599999995,13.26973924947526,3.220000000000001,0.8509057400000002,7.01,0.0,1744.7971,0.28
102,GdTbDyHoErTmCoAl,[22],"L. Xue, L. Shao, B. Zhang, Z. Li, J. Cheng, B. Shen, Magnetic behaviors and magnetocaloric effects in rare earth high-entropy amorphous/nanocrystalline alloys, Journal of Rare Earths 42 (2024) 129–136. https://doi.org/10.1016/j.jre.2022.12.001.",False,35.0,5.0,6.2,6.2,403.0,0.1702615632294018,3.3288,8.399781974699854,-8.284718,16.43129223037101,4.875,0.1935589,1.0,0.0,1617.05875,0.6799999999999999
103,GdTbDyHoErTmCoNi,[22],"L. Xue, L. Shao, B. Zhang, Z. Li, J. Cheng, B. Shen, Magnetic behaviors and magnetocaloric effects in rare earth high-entropy amorphous/nanocrystalline alloys, Journal of Rare Earths 42 (2024) 129–136. https://doi.org/10.1016/j.jre.2022.12.001.",False,40.0,5.0,7.3,7.3,483.0,0.2185643922805432,3.704400000000001,10.12684239413281,-10.6118208,16.76079447860377,4.5,0.2679832375,2.0,0.0,1716.375,0.71
104,GdTbHoEr,[23],"W.H. Zhu, L. Ma, M.F. He, S.F. Lu, Z.K. Li, G.H. Rao, L. Li, X.M. Li, C.Q. Yin, Magnetic properties and magnetocaloric effect of GdTbHoEr-based high-entropy alloy ribbons, Journal of Materials Science: Materials in Electronics 33 (2022) 25930–25938. https://doi.org/10.1007/s10854-022-09283-6.",False,190.0,5.0,7.43,7.43,838.25,0.0552245655120979,3.0,0.9527104341737668,0.0,11.52362454357099,6.5,0.0,0.25,0.0,1683.0,0.04
105,GdTbHoErLa,[23],"W.H. Zhu, L. Ma, M.F. He, S.F. Lu, Z.K. Li, G.H. Rao, L. Li, X.M. Li, C.Q. Yin, Magnetic properties and magnetocaloric effect of GdTbHoEr-based high-entropy alloy ribbons, Journal of Materials Science: Materials in Electronics 33 (2022) 25930–25938. https://doi.org/10.1007/s10854-022-09283-6.",False,117.0,5.0,6.83,6.83,508.22,0.0614834158157921,2.9997,2.358405118848653,0.14994,13.36403594129224,7.0,0.0,0.4,0.0,1585.0,0.1399999999999999
106,GdTbHoErLaY,[23],"W.H. Zhu, L. Ma, M.F. He, S.F. Lu, Z.K. Li, G.H. Rao, L. Li, X.M. Li, C.Q. Yin, Magnetic properties and magnetocaloric effect of GdTbHoEr-based high-entropy alloy ribbons, Journal of Materials Science: Materials in Electronics 33 (2022) 25930–25938. https://doi.org/10.1007/s10854-022-09283-6.",False,120.0,5.0,6.38,6.38,760.58,0.0597152455332103,3.0003,2.238392597630376,0.121094,14.73879006707044,7.333333333333332,0.0,0.5,0.0,1620.666666666667,0.1399999999999999
107,ScGdTbDyHo,[24],"S.A. Uporov, S.K. Estemirova, E. V. Sterkhov, I.A. Balyakin, A.A. Rempel, Magnetocaloric effect in ScGdTbDyHo high-entropy alloy: Impact of synthesis route, Intermetallics (Barking). 151 (2022). https://doi.org/10.1016/j.intermet.2022.107678.",False,144.0,5.0,9.03,9.03,930.0,0.0654330084019716,2.999099999999999,2.063845534516175,0.243022,12.77437239100843,7.399999999999999,1.27e-06,0.4,0.0,1692.2,0.1600000000000001
108,ScGdTbDyHo,[24],"S.A. Uporov, S.K. Estemirova, E. V. Sterkhov, I.A. Balyakin, A.A. Rempel, Magnetocaloric effect in ScGdTbDyHo high-entropy alloy: Impact of synthesis route, Intermetallics (Barking). 151 (2022). https://doi.org/10.1016/j.intermet.2022.107678.",False,143.0,5.0,9.23,9.23,932.0,0.0654330084019716,2.999099999999999,2.063845534516175,0.243022,12.77437239100843,7.399999999999999,1.27e-06,0.4,0.0,1692.2,0.1600000000000001
109,ScGdTbDyHo,[24],"S.A. Uporov, S.K. Estemirova, E. V. Sterkhov, I.A. Balyakin, A.A. Rempel, Magnetocaloric effect in ScGdTbDyHo high-entropy alloy: Impact of synthesis route, Intermetallics (Barking). 151 (2022). https://doi.org/10.1016/j.intermet.2022.107678.",False,146.0,5.0,7.86,7.86,920.0,0.0654330084019716,2.999099999999999,2.063845534516175,0.243022,12.77437239100843,7.399999999999999,1.27e-06,0.4,0.0,1692.2,0.1600000000000001
110,ScGdTbDyHo,[24],"S.A. Uporov, S.K. Estemirova, E. V. Sterkhov, I.A. Balyakin, A.A. Rempel, Magnetocaloric effect in ScGdTbDyHo high-entropy alloy: Impact of synthesis route, Intermetallics (Barking). 151 (2022). https://doi.org/10.1016/j.intermet.2022.107678.",False,139.0,5.0,8.56,8.56,984.0,0.0654330084019716,2.999099999999999,2.063845534516175,0.243022,12.77437239100843,7.399999999999999,1.27e-06,0.4,0.0,1692.2,0.1600000000000001
111,LaFe10.8Cr0.2Si2,[25],"Y. Sun, W. Lv, Y. Liang, Y. Gao, W. Cui, Y. Yan, W. Zhao, Q. Zhang, X. Sang, Magnetocaloric properties of transition metal doped high entropy LaFe11Si2 alloys on Fe sites, Scr. Mater. 223 (2023). https://doi.org/10.1016/j.scriptamat.2022.115068.",False,219.0,2.0,4.1,9.463344238776946,131.2,0.2778189894811103,6.8366,18.17931030961151,-8.123579600000001,6.337492845127867,4.385716614283385,1.628224864916335,4.771428228571772,0.1104283505716494,1754.414200585799,0.7999999999999998
112,LaFe10Co0.5Ni0.5Si2,[25],"Y. Sun, W. Lv, Y. Liang, Y. Gao, W. Cui, Y. Yan, W. Zhao, Q. Zhang, X. Sang, Magnetocaloric properties of transition metal doped high entropy LaFe11Si2 alloys on Fe sites, Scr. Mater. 223 (2023). https://doi.org/10.1016/j.scriptamat.2022.115068.",False,285.0,2.0,2.6,6.001145127029283,140.4,0.2800738738434044,6.9719,18.13641543376212,-9.8888312,8.176613146402376,4.250003,1.5841829155134,4.892855,0.110428461,1744.642646,0.8099999999999998
113,LaFe10.25Co0.25Ni0.25Cr0.25Si2,[25],"Y. Sun, W. Lv, Y. Liang, Y. Gao, W. Cui, Y. Yan, W. Zhao, Q. Zhang, X. Sang, Magnetocaloric properties of transition metal doped high entropy LaFe11Si2 alloys on Fe sites, Scr. Mater. 223 (2023). https://doi.org/10.1016/j.scriptamat.2022.115068.",False,247.0,2.0,2.4,5.539518578796261,141.6,0.2788617762248085,6.882099999999999,18.16417250687085,-8.976287000000001,7.840444272976105,4.339288,1.5835900077567,4.821427000000001,0.110428461,1753.481861,0.8099999999999998
114,Mn27Cr7Ni33Ge25Si8,[26],"K. Sarlar, A. Tekgul, I. Kucuk, Magnetocaloric properties of rare-earth-free Mn27Cr7Ni33Ge25Si8 High-Entropy Alloy, IEEE Magn. Lett. 10 (2019). https://doi.org/10.1109/LMAG.2019.2955667.",False,412.0,0.5,0.77,6.30004792085831,0.0,0.1835340567851099,6.930000000000001,4.503606113067868,-31.0026,12.09060290108072,3.799837799837801,0.1842801152868532,6.091420091420091,0.1936957826957827,1600.694884894885,0.4599999999999997
118,Fe25Co25Ni25Mo5P10B10,[27],"K. Wu, C. Liu, Q. Li, J. Huo, M. Li, C. Chang, Y. Sun, Magnetocaloric effect of Fe25Co25Ni25Mo5P10B10 high-entropy bulk metallic glass, J. Magn. Magn. Mater. 489 (2019). https://doi.org/10.1016/j.jmmm.2019.165404.",False,560.0,1.5,0.8,2.40105155379128,135.4,0.1174904251417961,7.85,11.64995830295754,-21.53,3.719127899711529,3.780720780720781,0.714187628016928,3.588946588946589,0.7446320296320297,1817.721643821644,0.3599999999999999
121,GdTbHoErY,[28],"S.F. Lu, L. Ma, G.H. Rao, J. Wang, Y.S. Du, L. Li, J.T. Zhao, X.C. Zhong, Z.W. Liu, Magnetocaloric effect of high-entropy rare-earth alloy GdTbHoErY, Journal of Materials Science: Materials in Electronics 32 (2021) 10919–10926. https://doi.org/10.1007/s10854-021-05749-1.",False,163.0,5.0,5.4,5.4,453.0,0.0525102764171747,3.0003,1.014502525706703,0.0,13.19504684341568,7.0,0.0,0.4,0.0,1706.2,0.04
125,Fe26.7Ni26.7Ga15.6Mn20Si11,[29],"K. Sarlar, A. Tekgül, I. Kucuk, Magnetocaloric properties in a FeNiGaMnSi high entropy alloy, Current Applied Physics 20 (2020) 18–22. https://doi.org/10.1016/j.cap.2019.09.019.",False,322.0,2.0,1.59,3.6699310584525233,75.68,0.1307157083138824,7.114000000000001,5.761551295427342,-20.671728,12.96788157551366,3.831619,0.6693365489258587,5.524554000000001,0.158308081,1533.84621781,0.3599999999999999
126,Fe26.7Ni26.7Ga15.6Mn20Si11,[29],"K. Sarlar, A. Tekgül, I. Kucuk, Magnetocaloric properties in a FeNiGaMnSi high entropy alloy, Current Applied Physics 20 (2020) 18–22. https://doi.org/10.1016/j.cap.2019.09.019.",False,334.0,2.0,0.65,1.5002862817573208,29.04,0.1307157083138824,7.114000000000001,5.761551295427342,-20.671728,12.96788157551366,3.831619,0.6693365489258587,5.524554000000001,0.158308081,1533.84621781,0.3599999999999999
127,Al0.44Cr0.25MnFeCo0.05Ni0.2,[30],"S. Huang, Z. Dong, W. Mu, V. Ström, G. Chai, L.K. Varga, O. Eriksson, L. Vitos, Magnetocaloric properties of melt-spun MnFe-rich high-entropy alloy, Appl. Phys. Lett. 119 (2021). https://doi.org/10.1063/5.0065067.",False,340.0,0.82,0.458,2.3856005545545496,0.0,0.139095927058584,7.24198,4.920542602925307,-5.822618664,11.83891129597152,4.506803,0.7848556503069966,4.829931,0.0,1605.3491522,0.3599999999999999
128,Mn22.3Fe22.2Ni22.2Ge16.65Si16.65,[31],"J.Y. Law, L.M. Moreno-Ramírez, Á. Díaz-García, A. Martín-Cid, S. Kobayashi, S. Kawaguchi, T. Nakamura, V. Franco, MnFeNiGeSi high-entropy alloy with large magnetocaloric effect, J. Alloys Compd. 855 (2021). https://doi.org/10.1016/j.jallcom.2020.157424.",False,137.0,2.5,7.3,13.744186296497316,0.0,0.1584459433844867,6.889000000000001,4.946073844702334,-31.8031095,13.30215053015936,3.825049174950824,0.5311872848223219,4.857390142609857,0.2725212534787465,1630.895253904746,0.4599999999999997
133,Mn0.94Cr0.3Fe0.5Co0.2Ni0.5Al0.3,[32],"Z. Dong, S. Huang, V. Ström, G. Chai, L.K. Varga, O. Eriksson, L. Vitos, MnxCr0.3Fe0.5Co0.2Ni0.5Al0.3 high entropy alloys for magnetocaloric refrigeration near room temperature, J. Mater. Sci. Technol. 79 (2021) 15–20. https://doi.org/10.1016/j.jmst.2020.10.071.",False,321.0,0.62,0.38,2.5547972901997515,41.4,0.1522059279830029,7.6331,4.620347966253653,-7.411913679999999,13.43420055475163,4.233575766424233,0.6069401279409893,5.328468671531329,0.0,1636.861755968244,0.3599999999999999
134,(Gd36Tb20Co20Al24)99Fe1,[33],"J.Y. Law, V. Franco, Review on magnetocaloric high-entropy alloys: Design and analysis methods, J. Mater. Res. 38 (2023) 37–51. https://doi.org/10.1557/s43578-022-00712-0.",False,94.0,5.0,8.5,8.5,0.0,0.2994629106650772,4.238,14.43090649019446,-34.09173504,11.61151768204055,6.137185862814136,0.3519176985827014,1.693811306188694,0.0,1268.10816934183,0.6799999999999999
135,Gd18Ho22Tm20Cu22Al18,[33],"J.Y. Law, V. Franco, Review on magnetocaloric high-entropy alloys: Design and analysis methods, J. Mater. Res. 38 (2023) 37–51. https://doi.org/10.1557/s43578-022-00712-0.",False,33.6,5.0,8.7,8.7,0.0,0.2811132156267293,4.760000000000001,12.82624438665033,-28.496,13.3483578700181,4.372257000000001,0.0,2.592483,0.0,1248.65710964,0.7
136,Gd36Tb20Co20Al24,[33],"J.Y. Law, V. Franco, Review on magnetocaloric high-entropy alloys: Design and analysis methods, J. Mater. Res. 38 (2023) 37–51. https://doi.org/10.1557/s43578-022-00712-0.",False,81.0,5.0,8.9,8.9,0.0,0.2980883090629352,4.2,14.29735556710392,-34.63039999999999,11.25847770166381,6.161592000000001,0.331829635804,1.644627,0.0,1261.90763519,0.6799999999999999
137,Gd19Tb19Er18Fe19Al25,[33],"J.Y. Law, V. Franco, Review on magnetocaloric high-entropy alloys: Design and analysis methods, J. Mater. Res. 38 (2023) 37–51. https://doi.org/10.1557/s43578-022-00712-0.",False,97.0,5.0,5.9,5.9,0.0,0.274510181960524,3.95,14.02181594832556,-25.0116,13.3186158747471,5.412445000000001,0.444706098646,1.338995,0.0,1274.43223706,0.6300000000000001
138,(Gd36Tb20Co20Al24)98Fe2,[33],"J.Y. Law, V. Franco, Review on magnetocaloric high-entropy alloys: Design and analysis methods, J. Mater. Res. 38 (2023) 37–51. https://doi.org/10.1557/s43578-022-00712-0.",False,100.0,5.0,8.0,8.0,0.0,0.3007738104556312,4.276,14.56088203430957,-33.55695616000001,11.84845435499486,6.112830999999999,0.3719539846111999,1.742871,0.0,1274.29293276,0.6799999999999999
139,Fe24.1Co24.1Ni24.1Cr27.7,[33],"J.Y. Law, V. Franco, Review on magnetocaloric high-entropy alloys: Design and analysis methods, J. Mater. Res. 38 (2023) 37–51. https://doi.org/10.1557/s43578-022-00712-0.",True,36.0,2.0,0.38,0.8770904416427414,0.0,0.0995079011938248,8.169,0.2985076954317955,-3.901308,11.51054596547175,3.907675,1.0026526980384,6.390969999999999,0.0,1892.237112,0.25
140,Fe24.39Co24.39Ni24.39Cr26.83,[33],"J.Y. Law, V. Franco, Review on magnetocaloric high-entropy alloys: Design and analysis methods, J. Mater. Res. 38 (2023) 37–51. https://doi.org/10.1557/s43578-022-00712-0.",True,48.0,2.0,0.37,0.8540091142310903,0.0,0.0986471428070777,8.1951,0.2996903546099921,-3.85488828,11.51903511551773,3.88050611949388,1.015672818403882,6.409031590968408,0.0,1888.500453499546,0.25
141,FeCoNiCr,[33],"J.Y. Law, V. Franco, Review on magnetocaloric high-entropy alloys: Design and analysis methods, J. Mater. Res. 38 (2023) 37–51. https://doi.org/10.1557/s43578-022-00712-0.",True,171.0,2.0,0.35,0.8078464594077881,0.0,0.0944310477756124,8.3076,0.3045719605862321,-3.62939328,11.5180249465911,3.852345,1.0291677185861,6.427753000000001,0.0,1884.627382,0.25
142,Fe24.69Co24.69Ni24.69Cr25.93,[33],"J.Y. Law, V. Franco, Review on magnetocaloric high-entropy alloys: Design and analysis methods, J. Mater. Res. 38 (2023) 37–51. https://doi.org/10.1557/s43578-022-00712-0.",False,65.0,2.0,0.36,0.8309277868194391,0.0,0.0977116356633128,8.222100000000001,0.3008936813488584,-3.80453148,11.52444232500748,3.75,1.063632175,6.5,0.0,1871.75,0.25
143,Fe25.3Co25.3Ni25.3Cr24.1,[33],"J.Y. Law, V. Franco, Review on magnetocaloric high-entropy alloys: Design and analysis methods, J. Mater. Res. 38 (2023) 37–51. https://doi.org/10.1557/s43578-022-00712-0.",True,100.0,2.0,0.35,0.8078464594077881,0.0,0.0946339533994009,8.3208,0.3025107344440896,-3.64845056,11.51595984585561,3.794914,1.0566887525543,6.465933,0.0,1876.72877,0.25
144,Fe25.64Co25.64Ni25.64Cr23.08,[33],"J.Y. Law, V. Franco, Review on magnetocaloric high-entropy alloys: Design and analysis methods, J. Mater. Res. 38 (2023) 37–51. https://doi.org/10.1557/s43578-022-00712-0.",False,131.0,2.0,0.35,0.8078464594077881,0.0,0.0956624983993205,8.277000000000001,0.3032783540709192,-3.694812,11.52453385799659,3.762806,1.0720760992927,6.487278,0.0,1872.312793,0.25
145,Fe25.64Co25.64Ni25.64Cr23.08,[33],"J.Y. Law, V. Franco, Review on magnetocaloric high-entropy alloys: Design and analysis methods, J. Mater. Res. 38 (2023) 37–51. https://doi.org/10.1557/s43578-022-00712-0.",False,148.0,2.0,0.38,0.8770904416427414,0.0,0.0944310477756124,8.3076,0.3045719605862321,-3.62939328,11.5180249465911,3.6,0.91044521,5.5,0.0,1638.894,0.2999999999999998
146,FeCoNi1.5Cr0.5Al,[33],"J.Y. Law, V. Franco, Review on magnetocaloric high-entropy alloys: Design and analysis methods, J. Mater. Res. 38 (2023) 37–51. https://doi.org/10.1557/s43578-022-00712-0.",False,150.0,2.0,0.28,0.6462771675262305,0.0,0.1040100665235206,8.1861,4.512617576679155,-8.726957239999997,12.53104627147707,3.762806,1.0720760992927,6.487278,0.0,1872.312793,0.25
147,Fe26Co26Ni26Cr22,[33],"J.Y. Law, V. Franco, Review on magnetocaloric high-entropy alloys: Design and analysis methods, J. Mater. Res. 38 (2023) 37–51. https://doi.org/10.1557/s43578-022-00712-0.",False,193.0,2.0,0.37,0.8540091142310903,0.0,0.0930539628387743,8.34,0.305914371392437,-3.5568,11.50581750714339,3.728728728728728,1.088405776850377,6.50993250993251,0.0,1867.626076626077,0.25
148,Fe23.53Co23.53Ni23.53Cr23.53Pd5.88,[33],"J.Y. Law, V. Franco, Review on magnetocaloric high-entropy alloys: Design and analysis methods, J. Mater. Res. 38 (2023) 37–51. https://doi.org/10.1557/s43578-022-00712-0.",True,210.0,2.0,0.4,0.9232530964660436,0.0,0.129582736751467,8.352899999999998,2.422986238361144,-4.428816600000001,12.70815689661962,3.701032000000001,1.0098108935405,6.560655000000001,0.0,1878.93761455,0.5400000000000003
149,Fe25Co25Ni25(Mo0.2P0.4B0.4)25,[33],"J.Y. Law, V. Franco, Review on magnetocaloric high-entropy alloys: Design and analysis methods, J. Mater. Res. 38 (2023) 37–51. https://doi.org/10.1557/s43578-022-00712-0.",False,560.0,2.0,1.0,2.308132741165109,0.0,0.1174904251417961,7.85,11.64995830295754,-21.53,13.71912789971153,3.780720780720781,0.714187628016928,3.588946588946589,0.7446320296320297,1817.721643821644,0.3599999999999999
150,FeCoNi0.5Cr0.5Al1.5,[33],"J.Y. Law, V. Franco, Review on magnetocaloric high-entropy alloys: Design and analysis methods, J. Mater. Res. 38 (2023) 37–51. https://doi.org/10.1557/s43578-022-00712-0.",False,455.0,2.0,0.55,1.26947300764081,0.0,0.114049399823059,7.3508,5.706817365872649,-11.39385056,12.95578274322986,4.111111111111112,0.8792958555555557,4.333333333333333,0.0,1540.712222222222,0.2999999999999998
